x_m,y_m,Element Amplifier Gain (Decibel)
-0.14249096947915332,0.3891073217563295,-0.10242293248069156
0.06966566128093121,-0.16727537036327889,-1.5188523634032256
0.035086176111099245,0.4203801215438361,-0.5577669850973104
-0.43377821396287686,-0.3075513119857145,-1.1528428260182706
-0.3703264919717781,0.03324694900083059,-1.4945958075736416
0.06010122792966266,-0.014905936710490786,-0.29474798600744334
0.030534722971332338,-0.44603234971062744,-0.2765293871295711
0.19933080444735898,0.39567012339307517,-2.67998877652782
-0.12441610561966387,-0.13555930744281652,-1.5205779691141488
0.1700798692562635,0.1966959528421125,-1.9737123776551555
-0.3121054657472073,-0.000775905828830914,-2.330082132769685
-0.3979951612006768,-0.10507418045880444,-2.7760733370581487
-0.3490185808243731,0.4926138867276073,-1.3094294666599897
0.23605739660766667,0.006651910677239692,-1.468257836093422
-0.39507657571119403,0.11387869319067101,-2.7873946460102736
0.24681565800825458,-0.16915564127608684,-2.299820668279924
-0.4322680581904429,0.2700059463485026,-2.534251480170355
-0.25050921276310345,-0.18883733433016484,-0.4549214681854843
0.049064043617916164,0.43905682885565367,-2.1412360003483903
0.027417580424862444,0.17315087111782732,-2.583944609631083
0.21533916317266463,0.3535047582172338,-2.755756468416026
-0.16375945833992805,0.28396990543632106,-0.0009589775066376482
-0.48099060571676167,0.4654724924698389,-0.6660533645475644
-0.2667041603730149,0.18738792291977158,-0.9309719244354939
0.37962206418800915,-0.06877025993831787,-1.7255456420199065
