x_m,y_m,Element Amplifier Gain (Decibel)
0.3252168553029384,0.05398191126168528,-2.6241207876116093
0.42357105501549985,-0.27040193844876104,-2.796681643093608
0.0619371684044161,-0.2777866607071353,-2.8292455666575056
0.1609374800178269,-0.13675650370914066,-2.6883389271934326
-0.38455476392973675,-0.08904289605857296,-1.4045897855691942
-0.1027815763524651,0.26135369200734115,-2.931662701671199
-0.0943757028443939,-0.014053604515819157,-0.7955596304199939
0.0757473530986762,0.20477101358216138,-0.4503744409473244
0.17679701096882305,-0.33706886527792224,-2.3927284098180928
0.15646798296371467,0.35873393542537385,-0.888522392961097
-0.31960320387558827,-0.2812283334908373,-1.459063723131559
0.43612252041863164,0.23450714018254032,-2.9054710111201336
-0.14710128753110704,0.48419060956486626,-0.4790628726406494
0.17006753988004225,-0.11226258527979971,-2.5278267756859556
-0.10533782243327561,0.0722637787600865,-2.774390041652958
-0.08954772056552862,-0.213386276623094,-0.7207299917025912
0.12038908326575015,0.12115414871602825,-0.7579413591054305
0.26758928062930976,0.2230884657991854,-0.7238897907090958
0.1307062883984287,0.3750873174929633,-2.6421404933823367
0.07950318600231188,-0.06929539798747551,-0.7062880272452899
-0.31610360226627665,0.46325614557076455,-1.7561289656347863
-0.023286828985326302,-0.3466386408688681,-0.014412404531889848
-0.4051807728891169,0.13899132689289218,-0.9619639355449108
-0.2810785905007557,0.33214596409266517,-0.917483525739704
-0.1641374277456992,0.3483800116837559,-2.572888248175114
