x_m,y_m,Element Amplifier Gain (Decibel)
-0.008761115633227508,0.21249021676712188,-1.5062531706717341
-0.2637534638313521,-0.47793050642945994,-0.4853470544854032
0.09497326443742671,0.4371004125491788,-2.9598632836729606
-0.020772578982155447,0.09437016714580385,-0.14466196572271853
0.40309093470644114,-0.05105722888370802,-0.22574197489035192
0.1988342842929475,0.2286260554997133,-3.5524552855765603
0.19526593790990757,-0.4584143964996147,-1.0687426375691687
-0.07125259137228955,-0.13366388996277168,-0.09608521154093644
0.2778913954032261,-0.2751436550317956,-1.9291491024756457
-0.3614438032377036,-0.286500375908007,-0.4759576084475608
0.18423185120993524,0.14531990791139596,-1.7076837165543786
0.5,-0.31736026366040726,-2.807164395502395
-0.25954132759658183,0.23851130277990706,-0.003185004811609693
0.22368653748978548,-0.008206678812460176,-1.7182065149550128
-0.09228267240056254,-0.29449491674135925,-0.3341529081821087
0.09306145160573202,-0.24922251980134758,-3.2986174879699557
0.4350712591171291,0.1937449606665013,-1.3311688214437714
0.3318949967709653,-0.005646687823444983,-2.5884397638474725
0.05780184170237624,-0.05549088301522903,-2.38643357836667
0.38690570258214935,0.4180980388467825,-2.256524242873581
0.0940103528212873,-0.008702142752066402,-3.4353899947999196
0.0924241849457493,-0.2665446661302348,-2.829971353302457
-0.19208846409308822,-0.2840855339135526,-1.7573417907387885
0.3496978826364977,-0.2732163848500989,-1.7094128122396053
0.1765684672907183,-0.08286470078264217,-0.8218824756920697
