x_m,y_m,Element Amplifier Gain (Decibel)
0.3174765694546151,0.04692212976307135,-0.06115691165423877
0.4356122105464507,-0.2778555198794268,-3.0
0.04782104944370411,-0.24684673382036693,-1.2875171859522883
0.23406426468596908,-0.16221050049565675,-2.1667932882967778
-0.2799520608078516,-0.07260532438077859,-1.9606840654806441
-0.10667173286714969,0.2380972595972404,-1.0960885787564145
-0.09758678466871822,-0.014253453287887215,-1.5668871875487438
0.06846087104255963,0.2064210307697563,-0.21944019358563535
0.20406240771130357,-0.3169917341748022,-0.3791222219500917
0.13680274960145386,0.31417658803525944,-3.0
-0.2799856849907834,-0.26347583771122185,-2.7408794091428628
0.4202959445967404,0.21782664216816933,-2.1055113272490935
-0.13186134966150048,0.49475008677863996,-0.5642794916730842
0.16039996454010388,-0.09035852269181138,-2.9608954224064576
-0.10660018506468043,0.08711674977323734,-1.2304703485853163
-0.07991778298135276,-0.19815716400491273,-0.14029759468071504
0.14207015721446728,0.10168974109238658,-0.36616240506864167
0.2680595680975427,0.22381608548691934,-2.3292069413287493
0.0868441188440765,0.4118478152906102,-1.4997652837560898
0.06864364078312471,-0.05314832867802273,-1.2519582804142244
-0.32963115741686316,0.4675684893273457,-1.9773839236591373
-0.025213572866609593,-0.39250726540427,-3.0
-0.3206685031853622,0.11347668521638636,-2.918233914012763
-0.32610094271715123,0.2931392294477455,-0.19862801520691473
-0.10810823765143573,0.333077410977096,-0.8203309764764531
