x_m,y_m,Element Amplifier Gain (Decibel)
-0.3665455284010293,-0.30490156302527616,-0.5406840979642795
-0.3474183019651943,-0.15586943069965897,-0.3465293833937917
0.34133961658462975,0.2266533790520101,-1.8302700928923867
-0.36731408045671343,0.4410272933620779,-2.2267308628048834
0.44113913421201345,0.03549299780289639,-2.997511357384724
0.03261528773987177,0.41577663330789594,-1.7154756419333048
-0.22011138506456096,-0.24471715009617445,-1.1305773608257388
-0.05203515915185741,0.4808021594802976,-0.5578952452016996
-0.28925773393742105,-0.07390143473637201,-1.7936697596788127
0.14064576280389252,0.26155912111790536,-2.694603589653469
-0.4436945507649046,-0.480702529983152,-1.9956391507876972
-0.38382025454060176,-0.4590565673791135,-2.4505481912548386
0.21164305495378533,0.1540220375435668,-1.8724666956742757
-0.4773514390392777,0.43583755412979175,-0.8238761265598304
0.3553875251350054,0.27810721060410126,-1.652727026381021
0.29670401332790264,0.25679081832851025,-0.6369558324688294
-0.2322330626768736,0.23475045632176494,-1.514655415356399
-0.3614084333007579,0.02837924113729584,-0.06548746891466806
-0.14200109476618206,0.2140512476856432,-1.7382875672084346
-0.4266094474121287,0.13045085174182092,-2.1299835297421317
-0.3765381816682849,-0.17861408185019478,-1.935410781683031
0.1728077469467304,-0.38870486984323416,-1.8573238930375937
0.38819241645187796,0.2711674347534955,-1.6820028884593818
-0.48341538073157153,-0.21407850388617733,-1.5587971047868883
0.43147159776946176,-0.4702107972597622,-0.38103099423466924
