x_m,y_m,Element Amplifier Gain (Decibel)
-0.016830343785675612,0.011409303425458206,-2.2718216020157014
-0.05174574276296029,-0.4602379339955691,-2.4693925299205985
0.109642435459267,-0.1248519400816217,-2.7256994456136603
-0.4697458675629157,-0.003908694625334608,-0.4434871458045766
0.07621739476933842,0.33621752653353343,-1.7432666136391974
-0.18661441960677594,0.12380885357293137,-2.895986125243551
0.29983103219177476,0.34148728426123265,-0.30263771568496267
-0.2725956445574954,-0.13728500568244673,-1.015384396452271
0.19551161103307158,-0.4709115859222667,-2.631105704032381
-0.13234887818075108,0.24216664614530314,-1.353041869414779
0.02857822842666402,-0.32145032066400037,-1.3231616697832633
0.1427064398247001,-0.008768643256680364,-2.9911706699099834
0.35825814320065885,-0.37612409283780235,-1.509694950691489
0.1291454937331632,0.327025754009866,-1.0801590047336371
-0.3473009737696636,0.048182867908170945,-2.9435335506941716
0.467994712406962,-0.05706725500980259,-1.3428622678051072
-0.04484639342477481,0.2247475977485387,-2.7885398616833843
0.14126189581467197,0.0795823247957248,-1.6375353250302194
-0.42880429437630396,-0.13974685669273468,-1.6742916593050114
0.2521158688538123,-0.0969173736083877,-0.9747364705906052
0.42426340012889785,0.10437088340345091,-0.16316694231533724
0.34399686117356,0.24586463860969932,-1.031373866118606
-0.48212034857364433,-0.2679756319397618,-1.4025879285255187
0.02611927680002768,0.49159302011283956,-2.4570485124230053
0.35006210442660035,0.041004472806487335,-0.39954823243570337
